Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000234481.3,0,0,0,0,0,0,0,0
ENSG00000234484.1,0,0,0,0,0,0,0,0
ENSG00000234485.5,0,0,0,0,0,0,0,0
ENSG00000234488.1,1,0,2,1,1,0,0,0
ENSG00000234489.1,0,0,0,0,0,0,0,0
ENSG00000234491.1,0,4,8,2,0,0,0,0
ENSG00000234492.7,36,82,57,77,20,3,4,20
ENSG00000234493.5,0,0,0,0,0,0,0,0
ENSG00000234494.9,333,359,794,882,214,77,108,271
ENSG00000234496.2,0,1,0,0,0,0,0,1
ENSG00000234497.6,0,1,0,0,0,0,0,0
ENSG00000234498.3,0,0,0,0,0,0,0,0
ENSG00000234500.1,9,7,9,14,3,0,0,5
ENSG00000234502.2,0,2,4,1,6,1,3,0
ENSG00000234503.1,0,0,0,0,0,0,0,0
ENSG00000234504.3,0,1,0,0,1,0,0,0
ENSG00000234506.8,0,0,1,0,4,1,0,0
ENSG00000234509.2,12,9,6,13,1,1,2,1
ENSG00000234511.11,0,0,1,0,1,0,0,0
ENSG00000234512.1,0,1,0,0,0,0,0,0
ENSG00000234513.1,9,7,12,18,1,1,1,3
ENSG00000234515.2,0,0,0,0,0,0,0,0
ENSG00000234518.2,1127,1334,1473,1331,174,71,39,100
ENSG00000234519.3,0,0,0,0,0,0,0,0
ENSG00000234520.9,0,0,0,0,0,0,1,1
ENSG00000234521.2,0,1,1,2,0,0,0,0
ENSG00000234522.1,0,0,0,0,0,0,0,0
ENSG00000234523.1,0,0,1,0,0,0,0,0
ENSG00000234524.1,0,0,0,0,0,0,0,0
ENSG00000234527.1,0,0,0,0,0,0,0,0
ENSG00000234529.2,0,0,0,0,0,0,0,0
ENSG00000234534.1,1,0,1,0,3,0,1,1
ENSG00000234535.2,0,0,0,0,0,0,0,0
ENSG00000234537.1,0,0,0,0,0,0,0,0
ENSG00000234538.1,0,0,0,0,0,0,0,0
ENSG00000234541.2,0,0,0,0,0,0,0,0
ENSG00000234542.1,0,0,0,0,0,0,0,0
ENSG00000234544.2,0,0,0,0,1,2,0,2
ENSG00000234545.8,1427,1433,1147,1481,498,142,174,467
ENSG00000234546.6,545,530,513,548,10,3,10,17
ENSG00000234548.8,0,0,0,0,0,0,0,0
ENSG00000234551.2,0,0,0,0,0,0,0,0
ENSG00000234553.1,0,0,1,0,0,0,0,0
ENSG00000234556.2,41,51,58,61,0,0,0,0
ENSG00000234557.2,0,0,0,0,0,0,0,0
ENSG00000234558.1,15,7,10,7,15,6,5,1
ENSG00000234559.1,0,0,1,0,0,0,0,0
ENSG00000234560.5,0,0,0,0,0,0,0,0
ENSG00000234562.1,2,0,1,0,0,0,0,2
ENSG00000234564.1,0,0,0,0,0,0,0,0
ENSG00000234565.1,0,0,0,0,0,0,0,0
ENSG00000234566.1,0,0,0,0,0,0,0,0
ENSG00000234567.1,0,0,0,0,2,0,1,2
ENSG00000234568.3,0,0,0,0,0,0,0,0
ENSG00000234569.1,0,1,0,0,0,0,0,0
ENSG00000234570.1,0,0,0,0,0,0,0,0
ENSG00000234571.3,0,0,0,0,0,0,0,0
ENSG00000234572.2,12,5,4,3,7,2,1,8
ENSG00000234573.1,0,0,0,0,0,0,0,0
ENSG00000234575.2,0,0,0,0,0,0,0,0
ENSG00000234576.2,0,0,0,0,0,0,0,0
ENSG00000234577.2,0,0,0,0,1,0,2,0
ENSG00000234578.1,0,0,0,0,0,0,0,0
ENSG00000234579.2,0,0,0,0,0,0,0,0
ENSG00000234580.1,0,0,0,0,0,0,0,0
ENSG00000234583.1,0,0,0,0,0,0,0,0
ENSG00000234584.2,0,4,2,3,2,1,2,4
ENSG00000234585.7,0,0,0,0,0,0,0,0
ENSG00000234586.2,0,1,0,0,0,1,0,0
ENSG00000234587.1,0,0,0,0,0,0,0,0
ENSG00000234588.1,0,0,0,0,0,0,0,0
ENSG00000234589.4,36,42,56,89,25,7,2,11
ENSG00000234590.1,0,0,0,0,0,0,0,0
ENSG00000234592.1,0,0,1,0,0,0,0,0
ENSG00000234593.4,1,2,1,2,5,1,1,7
ENSG00000234594.1,0,0,0,0,0,0,0,0
ENSG00000234595.2,0,0,0,0,0,0,0,0
ENSG00000234597.2,0,0,0,0,0,0,0,0
ENSG00000234601.2,0,0,1,1,2,0,0,0
ENSG00000234602.9,9,29,8,11,8,6,6,33
ENSG00000234604.2,1,4,4,5,1,1,0,3
ENSG00000234607.2,1,0,0,1,2,0,0,2
ENSG00000234608.10,955,1005,1106,1341,37,11,19,51
ENSG00000234611.1,0,0,0,0,0,0,0,0
ENSG00000234612.1,0,0,0,0,0,0,0,0
ENSG00000234613.1,0,0,0,0,0,0,0,0
ENSG00000234614.2,160,156,95,136,4,4,4,6
ENSG00000234616.9,873,1000,805,1022,317,119,236,588
ENSG00000234617.2,42,55,66,73,24,14,3,20
ENSG00000234618.1,0,0,0,0,0,0,0,0
ENSG00000234619.1,3,1,6,5,14,6,5,10
ENSG00000234620.1,0,0,1,3,0,0,0,0
ENSG00000234622.6,0,0,0,0,1,0,0,0
ENSG00000234624.2,0,0,0,0,0,0,1,0
ENSG00000234625.2,0,1,0,1,0,0,0,0
ENSG00000234626.2,0,0,0,1,0,0,0,0
ENSG00000234627.3,0,0,0,0,0,0,0,0
ENSG00000234629.1,160,209,203,222,32,5,15,34
ENSG00000234630.1,12,16,8,9,0,1,0,1
ENSG00000234632.1,4,0,0,0,0,0,0,0
ENSG00000234634.3,0,0,0,0,0,0,0,0
ENSG00000234636.3,50,42,60,99,21,13,18,39
ENSG00000234637.1,0,0,0,0,0,0,0,0
ENSG00000234638.1,0,0,0,0,0,0,0,0
ENSG00000234639.1,1,0,0,0,0,0,0,0
ENSG00000234640.2,0,0,0,0,0,0,0,0
ENSG00000234644.2,0,0,0,0,0,0,0,0
ENSG00000234645.3,60,65,59,74,31,14,6,21
ENSG00000234646.8,0,0,0,0,0,0,0,0
ENSG00000234647.3,0,1,0,0,0,0,0,0
ENSG00000234648.1,0,0,0,0,0,0,0,0
ENSG00000234650.7,1,0,1,0,0,0,0,1
ENSG00000234652.1,0,0,0,0,0,0,0,0
ENSG00000234653.1,0,0,0,0,0,0,0,0
ENSG00000234655.3,0,0,0,0,0,0,0,0
ENSG00000234658.1,0,0,1,0,0,0,0,0
ENSG00000234660.2,0,0,1,1,0,0,0,0
ENSG00000234661.2,0,0,0,0,0,0,0,0
ENSG00000234663.8,1,0,2,0,3,2,1,1
ENSG00000234664.1,27,29,39,68,2,1,0,4
ENSG00000234665.10,65,76,102,127,45,11,18,74
ENSG00000234667.2,1,5,0,1,0,0,0,0
ENSG00000234670.1,0,0,0,0,0,0,0,0
ENSG00000234671.1,0,2,0,4,0,0,0,0
ENSG00000234675.1,0,0,0,0,0,0,0,0
ENSG00000234676.2,3,0,0,0,2,2,0,8
ENSG00000234678.3,483,562,432,528,101,42,21,38
ENSG00000234680.1,0,0,0,0,0,0,0,0
ENSG00000234682.1,0,0,0,0,0,0,0,0
ENSG00000234683.1,0,0,0,0,0,0,0,0
ENSG00000234684.9,224,254,370,428,268,79,91,234
ENSG00000234685.1,0,0,0,0,0,0,0,0
ENSG00000234686.1,0,0,0,0,0,0,0,0
ENSG00000234688.4,0,1,0,0,0,0,0,0
ENSG00000234690.8,9,15,8,7,4,0,0,13
ENSG00000234692.2,0,0,0,1,0,1,0,0
ENSG00000234693.2,0,0,1,0,1,0,2,1
ENSG00000234694.3,14,17,48,68,7,4,9,28
ENSG00000234695.2,0,0,0,0,1,0,0,0
ENSG00000234696.2,0,0,0,1,0,0,0,0
ENSG00000234699.2,0,0,1,0,1,0,0,0
ENSG00000234700.1,0,0,0,0,0,0,0,0
ENSG00000234701.1,0,0,0,0,0,0,0,0
ENSG00000234702.1,5,6,1,3,1,0,0,0
ENSG00000234703.1,0,0,0,0,5,2,0,3
ENSG00000234705.4,15,9,20,34,9,4,10,16
ENSG00000234706.1,0,0,0,0,0,0,0,0
ENSG00000234707.6,6,3,4,2,12,1,1,2
ENSG00000234709.2,8,11,17,25,3,1,2,2
ENSG00000234710.4,0,0,0,0,0,1,0,0
ENSG00000234711.1,0,0,1,0,0,0,0,0
ENSG00000234712.1,0,0,0,0,0,0,0,0
ENSG00000234713.3,0,0,0,0,0,0,0,0
ENSG00000234714.1,0,0,0,0,0,0,0,4
ENSG00000234715.3,3,5,0,4,13,5,2,4
ENSG00000234716.1,0,0,0,1,0,0,0,0
ENSG00000234717.3,0,0,0,0,1,2,0,2
ENSG00000234718.8,0,0,0,0,0,0,0,0
ENSG00000234719.9,16,21,41,34,13,7,9,29
ENSG00000234720.3,0,0,0,0,0,0,0,0
ENSG00000234721.4,0,0,0,0,0,0,0,2
ENSG00000234722.6,14,24,17,25,0,0,0,1
ENSG00000234723.1,0,0,0,1,0,0,0,0
ENSG00000234724.1,0,0,0,0,0,0,2,0
ENSG00000234726.1,0,0,0,0,0,0,0,0
ENSG00000234730.1,0,0,0,0,0,0,0,0
ENSG00000234731.2,0,0,0,0,0,0,0,0
ENSG00000234732.1,0,0,0,0,0,0,0,0
ENSG00000234735.1,0,0,0,1,0,1,0,0
ENSG00000234736.7,0,0,0,0,0,0,0,0
ENSG00000234737.1,7,9,7,13,2,0,0,3
ENSG00000234740.2,15,31,27,25,9,8,3,10
ENSG00000234741.11,6230,6822,7811,9819,584,166,256,684
ENSG00000234742.1,18,18,41,52,19,3,1,2
ENSG00000234743.1,3,3,8,6,4,1,0,0
ENSG00000234744.1,0,0,0,0,0,0,0,0
ENSG00000234745.14,614,724,436,708,1380,555,585,1403
ENSG00000234748.1,0,0,0,0,0,0,0,0
ENSG00000234749.5,0,0,0,0,0,0,0,0
ENSG00000234750.1,6,5,10,6,7,3,4,7
ENSG00000234751.1,40,40,44,38,5,2,0,2
ENSG00000234752.2,0,0,0,1,0,0,0,0
ENSG00000234753.8,72,87,270,364,20,5,22,43
ENSG00000234754.3,0,0,1,0,0,0,0,0
ENSG00000234756.1,0,0,0,0,0,0,0,0
ENSG00000234758.1,0,0,0,0,0,0,0,0
ENSG00000234761.2,0,0,0,0,0,0,0,0
ENSG00000234763.4,0,0,0,2,0,0,0,0
ENSG00000234764.2,0,0,0,0,0,0,0,0
ENSG00000234765.1,0,0,0,0,0,0,0,0
ENSG00000234766.3,18,22,10,4,0,0,0,0
ENSG00000234767.3,0,0,0,0,0,0,0,0
ENSG00000234768.1,0,0,0,0,0,0,0,0
ENSG00000234769.7,1,0,0,0,0,0,0,0
ENSG00000234770.1,0,4,7,12,0,0,0,0
ENSG00000234771.3,243,280,183,273,51,22,26,68
ENSG00000234772.4,43,25,59,50,90,35,28,82
ENSG00000234773.9,0,0,0,0,0,0,0,0
ENSG00000234775.2,2,0,0,0,1,0,0,1
ENSG00000234776.5,24,27,15,22,1,2,3,8
ENSG00000234777.4,0,0,0,0,0,0,0,0
ENSG00000234779.2,0,0,6,1,13,13,12,18
ENSG00000234780.1,0,0,0,0,0,0,0,0
ENSG00000234781.2,0,0,0,0,0,0,0,0
ENSG00000234782.3,1284,1299,1314,2008,50,17,2,9
ENSG00000234784.2,1,0,0,0,0,0,0,0
ENSG00000234785.1,2,2,0,2,0,0,0,0
ENSG00000234787.10,0,0,0,0,1,0,0,0
ENSG00000234788.1,5,3,2,0,1,0,2,6
ENSG00000234789.2,5,12,6,1,7,2,2,7
ENSG00000234790.1,0,0,0,1,0,0,0,0
ENSG00000234791.2,0,0,0,0,0,0,0,0
ENSG00000234792.1,0,0,0,0,0,0,0,0
ENSG00000234793.1,0,0,0,0,0,0,0,0
ENSG00000234795.11,0,0,0,0,0,0,0,0
ENSG00000234796.1,0,0,0,0,0,0,0,0
ENSG00000234797.5,57,68,88,104,21,12,0,0
ENSG00000234800.2,17,19,26,13,0,0,0,0
ENSG00000234801.3,5,4,7,5,11,2,4,2
ENSG00000234803.9,0,0,0,0,0,0,0,0
ENSG00000234805.1,0,0,0,0,2,1,0,3
ENSG00000234806.1,0,0,0,1,4,0,1,7
ENSG00000234807.10,59,64,67,101,100,46,25,63
ENSG00000234811.1,0,0,0,0,0,0,0,0
ENSG00000234812.1,0,0,0,0,0,0,0,0
ENSG00000234813.1,0,0,0,0,0,0,0,0
ENSG00000234814.9,0,0,0,0,4,2,3,2
ENSG00000234816.2,0,0,0,0,0,0,0,0
ENSG00000234817.3,24,29,62,73,20,1,5,23
ENSG00000234818.2,0,0,1,1,1,0,0,0
ENSG00000234819.1,0,0,2,1,0,0,1,1
ENSG00000234821.1,0,0,0,0,0,0,0,0
ENSG00000234825.3,3,11,10,12,28,11,3,11
ENSG00000234826.1,0,0,0,0,0,0,0,0
ENSG00000234828.9,1,0,0,0,3,1,0,6
ENSG00000234829.4,0,0,0,0,0,0,0,0
ENSG00000234830.9,0,0,0,0,0,0,0,0
ENSG00000234832.2,6,11,6,6,8,0,5,10
ENSG00000234835.1,0,0,1,0,5,0,0,0
ENSG00000234837.1,0,0,0,0,0,0,0,0
ENSG00000234838.3,0,0,0,0,0,0,0,0
ENSG00000234839.1,0,0,0,0,0,0,0,0
ENSG00000234840.3,14,8,13,15,84,19,10,66
ENSG00000234841.4,1,0,0,6,2,2,1,5
ENSG00000234842.1,0,0,0,0,0,0,0,0
ENSG00000234844.1,0,0,0,0,0,1,0,0
ENSG00000234848.1,0,2,1,0,0,0,0,0
ENSG00000234850.1,0,0,0,0,0,0,0,0
ENSG00000234851.4,169,183,228,549,158,57,14,38
ENSG00000234853.2,2,0,0,1,0,1,0,1
ENSG00000234854.2,0,0,0,0,0,0,0,0
ENSG00000234855.3,0,0,0,0,0,0,0,0
ENSG00000234857.2,0,0,0,0,0,0,0,0
ENSG00000234859.6,2,0,0,1,22,5,0,1
ENSG00000234860.3,3,0,0,0,0,0,0,0
ENSG00000234861.2,0,0,0,0,0,0,0,2
ENSG00000234862.2,0,0,0,0,0,0,0,0
ENSG00000234863.1,0,0,0,0,0,0,0,0
ENSG00000234864.3,0,0,0,0,0,0,0,0
ENSG00000234865.3,0,0,0,0,0,0,0,0
ENSG00000234869.2,36,48,17,28,5,3,3,1
ENSG00000234872.2,0,0,0,0,0,0,0,0
ENSG00000234877.3,0,0,0,0,0,0,0,0
ENSG00000234878.1,0,0,0,0,0,0,0,0
ENSG00000234880.1,0,2,1,0,1,0,2,1
ENSG00000234881.1,0,0,0,0,0,1,0,1
ENSG00000234882.1,0,0,0,0,0,0,0,0
ENSG00000234883.8,7,6,7,9,17,1,3,11
ENSG00000234884.3,7,4,8,2,2,0,1,2
ENSG00000234886.1,0,0,0,0,0,1,1,2
ENSG00000234888.1,0,0,0,0,0,0,0,0
ENSG00000234889.2,0,0,0,0,0,0,0,0
ENSG00000234890.1,0,0,0,0,0,0,0,0
ENSG00000234891.1,0,0,0,0,0,0,0,0
ENSG00000234892.1,0,0,0,0,0,0,0,0
ENSG00000234894.1,0,0,0,0,0,0,0,0
ENSG00000234895.1,0,0,0,0,0,0,0,0
ENSG00000234896.1,0,0,0,0,0,0,0,0
ENSG00000234898.1,0,0,0,0,0,0,0,0
ENSG00000234899.12,2,1,3,0,56,26,22,59
ENSG00000234900.2,1,0,0,0,3,2,0,1
ENSG00000234901.1,0,0,0,0,0,0,0,0
ENSG00000234903.1,0,0,0,0,0,0,0,0
ENSG00000234906.11,0,0,0,0,0,0,0,3
ENSG00000234907.1,0,0,0,0,0,0,0,0
ENSG00000234910.2,0,0,0,0,0,0,0,0
ENSG00000234911.5,0,0,0,0,0,0,0,0
ENSG00000234912.12,220,273,298,495,129,46,68,219
ENSG00000234913.1,0,7,2,4,2,0,6,14
ENSG00000234915.1,0,0,0,0,1,0,0,2
ENSG00000234917.2,5,7,8,7,4,0,2,7
ENSG00000234918.1,0,0,0,0,0,0,0,1
ENSG00000234919.2,0,0,0,0,1,0,1,0
ENSG00000234921.2,1,1,0,2,0,0,0,2
ENSG00000234922.1,0,0,0,0,0,0,0,0
ENSG00000234925.2,9,8,8,23,50,10,32,55
ENSG00000234927.1,0,0,0,0,0,0,0,0
ENSG00000234928.4,13,12,5,8,0,0,0,0
ENSG00000234929.4,32,40,34,46,0,1,0,2
ENSG00000234931.1,0,0,0,3,0,0,0,0
ENSG00000234932.2,0,0,1,0,0,0,0,0
ENSG00000234933.1,0,0,0,1,1,0,7,4
ENSG00000234934.1,0,0,0,0,0,0,0,0
ENSG00000234937.1,3,0,4,7,4,0,1,5
ENSG00000234938.3,0,0,0,0,0,0,0,2
ENSG00000234939.1,0,0,0,0,0,0,0,0
ENSG00000234940.1,0,0,0,0,0,0,0,0
ENSG00000234941.1,0,0,0,0,0,0,0,0
ENSG00000234942.3,0,0,0,0,1,0,2,1
ENSG00000234943.2,0,0,0,0,1,0,0,1
ENSG00000234944.2,0,0,0,0,0,0,0,0
ENSG00000234945.9,13,17,8,10,22,9,10,34
ENSG00000234946.1,1,1,0,1,3,0,0,0
ENSG00000234948.3,2,3,2,4,8,2,1,14
ENSG00000234949.3,218,310,334,476,0,0,0,2
ENSG00000234950.1,0,0,0,0,0,0,0,0
ENSG00000234952.3,0,0,0,0,0,0,0,0
ENSG00000234953.2,0,0,0,0,0,0,0,0
ENSG00000234956.8,0,0,0,0,1,0,0,0
ENSG00000234958.6,0,0,0,0,0,0,0,0
ENSG00000234961.1,0,0,0,0,0,0,1,0
ENSG00000234962.7,0,0,0,1,0,0,0,0
ENSG00000234964.4,0,0,0,2,10,4,0,0
ENSG00000234965.3,0,1,0,1,11,6,8,8
ENSG00000234967.3,0,0,0,0,13,1,1,6
ENSG00000234969.1,0,3,0,0,0,0,0,0
ENSG00000234973.6,1,1,1,0,0,0,0,0
ENSG00000234975.6,493,485,397,615,18,4,3,2
ENSG00000234977.1,0,0,0,0,0,0,0,0
ENSG00000234979.1,0,0,0,0,0,0,0,0
ENSG00000234981.1,5,9,16,20,4,0,1,1
ENSG00000234982.1,0,0,0,0,0,0,0,0
ENSG00000234983.1,0,0,0,0,0,0,0,0
ENSG00000234984.1,0,0,1,0,0,0,0,0
ENSG00000234985.2,0,0,0,0,3,0,0,1
ENSG00000234986.1,0,0,0,0,0,0,0,0
ENSG00000234988.5,0,2,0,1,1,0,0,2
ENSG00000234993.1,0,0,0,0,3,0,0,0
ENSG00000234995.1,0,0,0,0,4,2,0,0
ENSG00000234996.5,0,0,0,0,0,0,0,0
ENSG00000234997.4,3,3,3,5,62,20,22,73
ENSG00000234999.1,0,0,0,0,3,0,0,0
ENSG00000235001.3,19,18,31,60,19,10,2,11
ENSG00000235002.1,1,2,0,0,4,3,0,0
ENSG00000235004.1,0,0,0,0,0,0,0,0
ENSG00000235005.2,0,1,0,0,1,1,0,0
ENSG00000235007.3,0,0,0,0,0,0,0,0
ENSG00000235008.1,2,10,12,28,65,14,19,61
ENSG00000235009.2,1,2,0,2,0,1,0,0
ENSG00000235010.1,9,7,2,1,1,0,0,0
ENSG00000235011.2,0,0,0,0,0,0,0,0
ENSG00000235012.1,0,0,1,1,0,0,0,0
ENSG00000235013.1,3,3,5,4,5,16,24,30
ENSG00000235014.1,0,0,0,0,0,0,0,0
ENSG00000235015.1,0,0,1,0,0,0,0,0
ENSG00000235016.2,84,82,56,66,14,7,6,24
ENSG00000235018.1,0,0,0,0,0,0,0,0
ENSG00000235020.6,0,0,0,0,1,1,0,1
ENSG00000235021.2,4,3,7,4,0,0,0,0
ENSG00000235023.1,130,143,55,51,0,0,0,0
ENSG00000235024.3,0,1,0,5,16,6,6,24
ENSG00000235026.9,0,0,0,0,0,0,0,0
ENSG00000235027.1,2,1,1,3,5,0,1,6
ENSG00000235028.3,10,4,3,7,0,0,0,1
ENSG00000235029.1,8,11,5,7,2,3,3,1
ENSG00000235032.2,0,0,0,0,1,0,0,2
ENSG00000235033.8,2,2,0,6,10,3,3,6
ENSG00000235034.7,21,25,22,32,21,7,10,25
ENSG00000235035.1,0,0,0,0,1,0,2,3
ENSG00000235036.4,6,7,14,17,26,10,18,40
ENSG00000235038.1,0,0,0,0,0,0,0,0
ENSG00000235039.1,0,0,0,0,0,0,0,0
ENSG00000235040.1,0,0,0,0,0,0,0,0
ENSG00000235042.2,0,1,0,1,0,0,0,0
ENSG00000235043.3,0,0,0,0,0,0,0,0
ENSG00000235044.1,6,2,13,23,3,1,2,3
ENSG00000235045.2,0,0,0,1,1,0,2,1
ENSG00000235049.1,66,56,61,97,0,0,1,0
ENSG00000235050.7,0,0,0,0,0,0,0,0
ENSG00000235051.3,0,0,0,0,0,0,0,0
ENSG00000235052.2,64,71,40,56,7,0,5,9
ENSG00000235054.5,1,4,0,0,0,0,0,0
ENSG00000235055.3,0,0,0,0,0,0,0,0
ENSG00000235056.1,0,0,0,0,0,0,0,0
ENSG00000235058.1,0,0,0,0,0,0,0,0
ENSG00000235059.7,0,0,0,3,0,0,0,0
ENSG00000235060.1,5,8,10,6,3,1,1,1
ENSG00000235061.3,0,0,0,0,0,0,0,0
ENSG00000235062.4,0,0,0,0,0,0,0,0
ENSG00000235064.1,17,21,7,14,6,3,3,4
ENSG00000235065.1,0,0,0,4,7,1,1,2
ENSG00000235066.8,0,0,0,2,16,11,14,46
ENSG00000235069.2,0,0,0,0,0,0,0,0
ENSG00000235070.4,0,0,0,0,22,11,13,36
ENSG00000235071.1,12,10,19,29,2,1,0,1
ENSG00000235072.3,46,61,47,53,7,1,3,2
ENSG00000235076.2,0,0,0,0,0,0,0,0
ENSG00000235077.2,0,1,2,0,1,0,3,0
ENSG00000235078.2,94,117,92,101,18,4,4,15
ENSG00000235079.2,6,3,13,3,6,3,2,2
ENSG00000235080.2,0,0,0,0,0,0,0,0
ENSG00000235081.1,6,8,6,9,8,2,4,14
ENSG00000235082.2,7,8,7,8,73,28,23,34
ENSG00000235083.1,0,0,0,0,0,0,0,0
ENSG00000235084.3,10,10,10,19,4,2,1,0
ENSG00000235085.3,4,4,3,1,8,2,2,6
ENSG00000235086.1,0,0,0,0,0,0,0,0
ENSG00000235088.1,0,0,2,2,4,1,1,4
ENSG00000235089.1,0,0,0,0,2,0,0,0
ENSG00000235090.1,0,0,0,3,4,1,2,6
ENSG00000235091.3,21,9,21,28,0,0,0,0
ENSG00000235092.8,610,562,605,589,68,24,23,82
ENSG00000235094.3,0,0,0,0,0,0,0,0
ENSG00000235095.1,5,1,7,1,3,5,6,11
ENSG00000235096.2,0,0,0,0,1,0,0,0
ENSG00000235097.1,0,2,0,1,0,0,0,0
ENSG00000235098.9,2,6,8,8,0,1,0,3
ENSG00000235099.1,0,0,0,0,0,0,0,0
ENSG00000235100.7,211,230,277,287,99,39,38,116
ENSG00000235101.1,0,0,0,0,0,0,0,0
ENSG00000235102.1,0,0,0,0,3,0,0,0
ENSG00000235105.1,87,84,48,62,133,35,41,115
ENSG00000235106.11,1870,1884,1502,2171,427,157,175,412
ENSG00000235108.1,0,0,0,0,0,0,0,0
ENSG00000235109.8,343,382,289,327,118,40,60,160
ENSG00000235110.5,0,0,0,0,0,0,0,0
ENSG00000235112.1,0,0,0,0,0,0,0,0
ENSG00000235113.1,0,0,0,0,0,0,0,0
ENSG00000235115.3,0,1,1,2,1,2,1,0
ENSG00000235118.9,0,0,0,0,0,0,0,0
ENSG00000235119.1,0,0,0,0,0,0,0,0
ENSG00000235120.1,0,0,0,0,0,0,0,0
ENSG00000235121.2,1,4,7,10,4,1,0,6
ENSG00000235122.5,0,0,1,2,0,0,0,1
ENSG00000235123.6,25,33,32,35,0,0,0,0
ENSG00000235124.1,0,0,1,0,2,0,0,0
ENSG00000235126.2,0,0,0,0,12,4,3,5
ENSG00000235127.1,0,0,0,0,0,0,0,0
ENSG00000235128.1,0,0,0,0,0,0,0,0
ENSG00000235129.1,3,0,0,0,2,1,0,7
ENSG00000235131.1,2,0,0,1,0,2,1,7
ENSG00000235133.1,0,0,0,0,0,0,0,2
ENSG00000235136.1,0,0,0,0,0,0,0,0
ENSG00000235137.2,0,0,0,0,0,0,0,0
ENSG00000235138.1,44,37,25,39,9,2,1,4
ENSG00000235139.3,0,0,0,1,0,0,0,1
ENSG00000235140.3,0,2,0,0,0,0,1,1
ENSG00000235141.1,0,0,0,0,1,0,0,1
ENSG00000235142.13,11,7,15,16,1,1,0,3
ENSG00000235143.1,0,0,0,0,0,0,0,0
ENSG00000235145.2,0,2,0,0,0,0,0,0
ENSG00000235146.3,0,0,0,1,0,0,0,0
ENSG00000235147.1,0,0,0,0,0,0,0,0
ENSG00000235148.2,0,0,0,0,0,0,0,0
ENSG00000235149.2,0,0,0,0,3,0,1,4
ENSG00000235150.1,0,0,0,0,0,0,0,0
ENSG00000235151.2,11,4,6,4,3,1,0,4
ENSG00000235152.2,0,0,0,1,1,0,0,0
ENSG00000235154.1,0,0,0,0,0,0,0,0
ENSG00000235156.6,0,0,0,0,1,0,0,1
ENSG00000235158.1,0,0,0,0,0,0,0,0
ENSG00000235159.3,83,74,99,87,81,39,36,112
ENSG00000235160.4,0,0,0,0,0,0,0,0
ENSG00000235162.9,460,543,463,758,594,183,187,509
ENSG00000235163.2,0,0,0,0,0,0,0,0
ENSG00000235165.2,0,0,0,0,0,0,0,1
ENSG00000235166.9,0,0,0,0,0,0,0,0
ENSG00000235168.1,0,0,0,0,0,0,0,0
ENSG00000235169.11,23,38,27,45,11,13,13,37
ENSG00000235170.1,0,0,0,0,0,0,0,0
ENSG00000235172.10,0,2,0,3,2,0,4,5
ENSG00000235173.7,1020,1197,1381,2052,531,170,408,1249
ENSG00000235174.1,114,138,206,376,52,18,17,42
ENSG00000235175.1,1,1,2,1,0,1,0,1
ENSG00000235180.2,0,0,0,0,155,44,19,47
ENSG00000235181.1,0,0,0,0,0,0,0,0
ENSG00000235182.1,0,0,0,0,0,0,0,0
ENSG00000235183.3,1,0,1,1,5,3,1,4
ENSG00000235185.2,0,0,0,0,1,0,0,0
ENSG00000235186.1,0,0,0,0,0,0,0,0
ENSG00000235189.3,3,6,1,6,0,0,1,3
ENSG00000235190.1,0,0,0,0,0,0,0,0
ENSG00000235191.2,2,0,1,2,3,1,1,0
ENSG00000235192.2,39,43,27,41,10,2,0,3
ENSG00000235194.9,1853,2032,780,946,129,65,43,128
ENSG00000235196.3,0,0,0,0,0,0,0,0
ENSG00000235197.1,0,0,0,0,1,0,0,0
ENSG00000235198.1,0,0,0,0,1,0,0,0
ENSG00000235199.1,0,0,0,0,0,0,0,0
ENSG00000235200.6,8,6,7,23,0,0,0,1
ENSG00000235201.1,0,0,0,0,0,0,0,0
ENSG00000235202.3,0,0,0,0,0,0,0,0
ENSG00000235203.2,0,0,0,0,0,0,0,0
ENSG00000235204.1,11,9,4,8,5,3,1,10
ENSG00000235205.1,0,0,0,0,0,0,0,0
ENSG00000235207.1,0,1,0,0,5,1,1,2
ENSG00000235208.2,0,0,0,0,0,0,0,0
ENSG00000235211.4,1,0,0,0,0,0,0,1
ENSG00000235213.1,0,0,0,0,0,0,0,0
ENSG00000235214.2,34,24,37,53,14,6,3,23
ENSG00000235218.2,0,0,0,0,0,0,0,0
ENSG00000235219.1,0,1,2,3,0,0,0,0
ENSG00000235221.3,0,0,0,0,0,0,0,0
ENSG00000235224.1,0,3,0,1,0,0,1,2
ENSG00000235225.1,0,0,0,0,0,0,0,0
ENSG00000235226.1,0,0,0,0,0,0,0,0
ENSG00000235227.1,0,0,0,0,0,0,0,0
ENSG00000235232.1,0,0,0,0,0,0,0,0
ENSG00000235235.6,0,0,0,0,0,0,0,0
ENSG00000235236.2,5,4,4,3,4,2,1,2
ENSG00000235237.2,1,0,1,0,0,0,1,1
ENSG00000235238.1,29,36,28,39,13,5,0,0
